Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Ratings,Payment_Method
2026-01-05,20:31:08,CNR8673568510,Cancelled by Driver,CUS82509,Cab Economy,Sindhi Camp,C-Scheme,,,0,1,0,,291,,,,UPI
2026-01-12,20:24:38,CNR4797846426,Success,CUS60306,Cab Economy,Amer,Bapu Nagar,3.43,13.49,0,0,0,,251,12.0,4.86,4.61,Credit Card
2026-01-08,05:45:58,CNR8526929676,Success,CUS67258,Cab Economy,Malviya Nagar,Jhotwara,4.0,9.34,0,0,0,,356,14.8,4.26,4.04,Cash
2026-01-23,00:42:57,CNR8999069658,Cancelled by Driver,CUS98529,Bike,JLN Marg,Shyam Nagar,,,0,1,0,,819,,,,Cash
2026-01-27,07:44:30,CNR9207781665,Incomplete,CUS35770,Cab Premium,Ramganj,Mahesh Nagar,,,0,0,1,Other Issue,284,,,,Wallet
2026-01-16,01:31:41,CNR4288601022,Incomplete,CUS90969,Cab Premium,Sodala,Sitapura,,,0,0,1,Customer Demand,277,,,,Net Banking
2026-01-30,13:43:50,CNR2523045099,Incomplete,CUS75214,Cab Priority,Shastri Nagar,Brahmpuri,,,0,0,1,Vehicle Breakdown,429,,,,UPI
2026-01-27,11:54:01,CNR3304811147,Success,CUS48857,Cab Premium,Bani Park,MI Road,7.49,13.53,0,0,0,,116,4.96,3.92,4.92,Cash
2026-01-27,13:54:06,CNR5500243606,Success,CUS60767,Bike,Gopalpura,Sawai Ram Singh Road,8.69,7.55,0,0,0,,492,12.88,4.71,4.58,Credit Card
2026-01-22,08:54:43,CNR3393695042,Success,CUS55272,Cab XL,Tilak Nagar,Shyam Nagar,7.79,9.83,0,0,0,,333,8.38,4.74,3.55,UPI
2026-01-22,19:12:38,CNR4239273797,Cancelled by Driver,CUS33348,Cab Priority,Adarsh Nagar,Ajmer Road,,,0,1,0,,481,,,,UPI
2026-01-04,10:58:09,CNR4304574553,Success,CUS96480,Cab XL,Pratap Nagar,C-Scheme,5.8,6.84,0,0,0,,553,5.11,4.52,4.86,UPI
2026-01-07,14:54:19,CNR4066391248,Cancelled by Customer,CUS62424,Cab Priority,Ramganj,Barkat Nagar,,,1,0,0,,498,,,,UPI
2026-01-26,18:44:46,CNR5862444898,Incomplete,CUS97482,Cab Premium,Shastri Nagar,Adarsh Nagar,,,0,0,1,Customer Demand,537,,,,Cash
2026-01-19,06:26:16,CNR3802609345,Cancelled by Driver,CUS25963,Cab XL,Brahmpuri,Narayan Singh Circle,,,0,1,0,,855,,,,Credit Card
2026-01-22,08:18:02,CNR9644375736,Success,CUS45730,Cab Priority,Vidhyadhar Nagar,Kalwar Road,8.59,11.51,0,0,0,,328,3.07,3.82,4.51,Credit Card
2026-01-11,14:17:11,CNR2139472016,Success,CUS27456,Auto,JLN Marg,Hasanpura,2.56,4.26,0,0,0,,571,10.59,4.04,4.38,UPI
2026-01-05,03:23:55,CNR8036349914,Success,CUS33673,Auto,Vidhyadhar Nagar,Amer,4.22,4.14,0,0,0,,637,15.23,3.85,4.63,UPI
2026-01-13,07:59:50,CNR3618373846,Success,CUS18882,Auto,Chitrakoot,Tilak Nagar,7.59,8.98,0,0,0,,806,4.14,4.65,4.9,Credit Card
2026-01-03,13:33:08,CNR3489363945,Success,CUS86633,Auto,Shastri Nagar,Mansarovar,7.82,7.32,0,0,0,,450,11.95,4.72,4.04,UPI
2026-01-12,17:34:42,CNR9304578188,Cancelled by Customer,CUS27194,Cab XL,Nirman Nagar,Murlipura,,,1,0,0,,544,,,,Debit Card
2026-01-29,06:56:14,CNR5265059003,Success,CUS97638,Auto,Mahesh Nagar,Shastri Nagar,4.32,11.98,0,0,0,,464,7.26,4.78,3.7,UPI
2026-01-09,06:16:59,CNR3392148892,Success,CUS57817,Cab XL,Jhotwara,Tonk Road,4.36,7.61,0,0,0,,506,10.52,4.5,3.8,UPI
2026-01-12,07:15:43,CNR1081168669,Success,CUS55538,Auto,VKI Area,Kalwar Road,4.82,7.32,0,0,0,,481,5.59,4.75,4.42,Wallet
2026-01-29,12:53:05,CNR8418734604,Cancelled by Driver,CUS24373,Cab Priority,Shyam Nagar,Raja Park,,,0,1,0,,667,,,,Credit Card
2026-01-23,21:14:54,CNR8117557635,Incomplete,CUS92812,Cab Premium,Ramganj,Barkat Nagar,,,0,0,1,Customer Demand,485,,,,UPI
2026-01-18,10:02:11,CNR6368628203,Success,CUS42312,Cab Premium,Barkat Nagar,Ajmer Road,6.31,5.19,0,0,0,,418,3.85,4.54,4.87,Credit Card
2026-01-16,13:42:10,CNR9478945595,Cancelled by Customer,CUS33140,Cab XL,Ramganj,Vaishali Nagar,,,1,0,0,,338,,,,Wallet
2026-01-01,23:15:18,CNR9591877847,Success,CUS70351,Cab Priority,Kalwar Road,JLN Marg,6.89,5.85,0,0,0,,463,13.71,3.81,4.62,Debit Card
2026-01-28,16:52:49,CNR5868135924,Success,CUS72076,Auto,Narayan Singh Circle,Sanganer,8.89,13.45,0,0,0,,878,6.29,4.65,3.73,Debit Card
2026-01-21,02:26:41,CNR7367329433,Cancelled by Driver,CUS16804,Cab Premium,Barkat Nagar,Mansarovar,,,0,1,0,,271,,,,Debit Card
2026-01-29,01:59:07,CNR6272182950,Success,CUS90078,Cab Economy,C-Scheme,Vaishali Nagar,11.64,3.55,0,0,0,,434,15.11,4.26,3.84,Cash
2026-01-16,09:12:25,CNR6990174373,Success,CUS44761,Cab Priority,Khatipura,Khatipura,6.47,7.42,0,0,0,,190,5.85,3.95,4.09,Wallet
2026-01-21,21:17:40,CNR9652029812,Success,CUS24786,Bike,Ghat Gate,Vidhyadhar Nagar,10.74,9.02,0,0,0,,775,2.85,4.39,4.46,Cash
2026-01-04,19:52:10,CNR8808575020,Success,CUS84982,Auto,Khatipura,Mansarovar,10.04,13.89,0,0,0,,568,6.8,3.97,4.96,Credit Card
2026-01-07,14:45:12,CNR6991117162,Incomplete,CUS56536,Bike,Pratap Nagar,Civil Lines,,,0,0,1,Customer Demand,440,,,,Wallet
2026-01-29,10:59:13,CNR5247704868,Cancelled by Driver,CUS49544,Auto,Brahmpuri,Malviya Nagar,,,0,1,0,,590,,,,Cash
2026-01-06,06:51:26,CNR1913035357,Success,CUS35774,Cab XL,Kalwar Road,Bani Park,2.54,11.42,0,0,0,,961,8.37,3.66,3.58,Cash
2026-01-03,22:19:19,CNR7778454850,Success,CUS16144,Cab Economy,Patrakar Colony,Murlipura,10.81,7.42,0,0,0,,437,17.58,4.93,4.67,Debit Card
2026-01-03,11:50:57,CNR6993233096,Success,CUS37515,Cab XL,VKI Area,Lal Kothi,5.97,4.88,0,0,0,,227,11.16,3.64,4.71,Wallet
2026-01-22,17:39:06,CNR2287337099,Success,CUS52466,Cab XL,Pratap Nagar,Tilak Nagar,2.4,3.41,0,0,0,,127,7.93,3.7,3.79,Net Banking
2026-01-29,01:39:05,CNR9545836917,Cancelled by Customer,CUS86788,Bike,Lal Kothi,Kalwar Road,,,1,0,0,,805,,,,Wallet
2026-01-09,22:33:51,CNR9714194927,Success,CUS94857,Auto,Ramganj,Chitrakoot,10.1,14.73,0,0,0,,555,10.81,4.66,4.58,Credit Card
2026-01-07,21:13:07,CNR8084011241,Cancelled by Driver,CUS42698,Bike,Mahesh Nagar,Nirman Nagar,,,0,1,0,,109,,,,Net Banking
2026-01-15,04:21:40,CNR9358851698,Success,CUS64428,Cab Premium,Chandpole,Patrakar Colony,2.81,13.54,0,0,0,,392,9.76,3.55,4.85,Credit Card
2026-01-16,15:14:57,CNR7334742483,Success,CUS97102,Cab Premium,Jhotwara,Ajmer Road,5.36,13.88,0,0,0,,827,3.87,3.66,4.64,Wallet
2026-01-04,09:59:04,CNR7379491558,Cancelled by Driver,CUS29895,Bike,Transport Nagar,Subhash Chowk,,,0,1,0,,239,,,,Credit Card
2026-01-02,15:35:21,CNR5925469584,Success,CUS82784,Bike,Sodala,Ajmer Road,5.0,6.06,0,0,0,,98,16.5,4.34,4.54,Credit Card
2026-01-19,03:37:51,CNR8655379759,Incomplete,CUS64453,Cab Priority,Amer,Patrakar Colony,,,0,0,1,Customer Demand,200,,,,Net Banking
2026-01-23,21:52:41,CNR3650285661,Success,CUS77692,Bike,Amer,Bani Park,11.51,6.84,0,0,0,,519,6.96,3.58,3.6,Net Banking
2026-01-14,00:45:30,CNR8957885471,Success,CUS26481,Auto,Ramganj,Ghat Gate,4.14,3.34,0,0,0,,834,16.73,4.1,4.19,UPI
2026-01-23,11:49:59,CNR9539835246,Success,CUS11332,Cab Economy,Subhash Chowk,Khatipura,3.18,11.24,0,0,0,,649,9.61,4.16,3.99,Credit Card
2026-01-17,00:04:48,CNR8955560455,Success,CUS18523,Auto,Sodala,Sanganer,8.23,8.47,0,0,0,,479,9.74,4.89,4.26,UPI
2026-01-01,16:41:20,CNR1189059757,Incomplete,CUS33892,Bike,Adarsh Nagar,C-Scheme,,,0,0,1,Vehicle Breakdown,137,,,,Net Banking
2026-01-04,15:14:26,CNR4119426872,Success,CUS25529,Cab Premium,Bani Park,Narayan Singh Circle,3.72,8.07,0,0,0,,357,4.29,4.71,4.01,Net Banking
2026-01-28,06:26:31,CNR9439130640,Success,CUS78374,Cab XL,Barkat Nagar,Ajmer Road,6.66,5.81,0,0,0,,394,15.07,3.9,3.99,Net Banking
2026-01-14,08:54:17,CNR3405608130,Success,CUS86273,Cab XL,Sanganer,Chitrakoot,7.22,4.94,0,0,0,,367,5.61,4.78,3.88,UPI
2026-01-24,00:49:37,CNR1141459298,Success,CUS36711,Bike,Tilak Nagar,Civil Lines,9.34,12.9,0,0,0,,715,3.02,3.82,4.69,UPI
2026-01-10,23:00:12,CNR7807396730,Incomplete,CUS94172,Bike,Tilak Nagar,Khatipura,,,0,0,1,Other Issue,712,,,,Cash
2026-01-02,07:13:12,CNR1000631484,Success,CUS72734,Cab Priority,Chandpole,Khatipura,9.46,7.26,0,0,0,,226,3.66,3.78,4.91,Wallet
2026-01-16,06:35:55,CNR8111446177,Cancelled by Driver,CUS27585,Cab Premium,Ramganj,Vaishali Nagar,,,0,1,0,,397,,,,Debit Card
2026-01-02,22:20:05,CNR4962813761,Success,CUS80065,Cab XL,Malviya Nagar,Bapu Nagar,8.06,3.45,0,0,0,,284,7.29,4.43,4.68,Cash
2026-01-06,17:08:27,CNR5477772567,Success,CUS31665,Cab Priority,Sitapura,Kukas,11.45,10.27,0,0,0,,649,16.89,4.82,4.63,Credit Card
2026-01-08,06:32:43,CNR8014246659,Success,CUS43406,Auto,Murlipura,Narayan Singh Circle,4.87,7.6,0,0,0,,213,11.45,4.22,4.45,Debit Card
2026-01-26,23:32:33,CNR9240038504,Success,CUS94812,Cab XL,C-Scheme,Malviya Nagar,8.69,14.25,0,0,0,,1244,1.59,4.9,3.91,Debit Card
2026-01-26,05:58:55,CNR3558732408,Success,CUS41494,Cab Priority,Kalwar Road,Lal Kothi,9.06,4.17,0,0,0,,689,12.61,4.36,4.85,Cash
2026-01-26,18:35:07,CNR2788058334,Success,CUS46563,Cab Priority,Khatipura,Bani Park,8.05,11.97,0,0,0,,194,5.9,4.38,3.7,Cash
2026-01-11,21:32:52,CNR1156028453,Success,CUS29854,Cab Economy,Shastri Nagar,Jhotwara,11.52,8.7,0,0,0,,286,3.73,4.67,3.86,Net Banking
2026-01-25,11:29:46,CNR5532641095,Cancelled by Driver,CUS84736,Bike,Kalwar Road,Narayan Singh Circle,,,0,1,0,,422,,,,Debit Card
2026-01-11,00:23:58,CNR5412473325,Success,CUS72376,Cab Priority,Transport Nagar,Gopalpura,6.72,6.91,0,0,0,,84,3.87,4.92,4.94,UPI
2026-01-19,03:18:48,CNR1362387242,Success,CUS82081,Cab Premium,Patrakar Colony,Lal Kothi,7.4,4.14,0,0,0,,241,3.87,4.73,3.78,UPI
2026-01-30,01:17:06,CNR9786006792,Success,CUS92405,Cab Premium,JLN Marg,Raja Park,4.74,14.77,0,0,0,,615,9.16,4.13,4.64,Cash
2026-01-03,12:45:03,CNR8286711176,Success,CUS90721,Auto,Murlipura,Shyam Nagar,7.0,5.45,0,0,0,,844,12.98,4.12,4.07,Cash
2026-01-20,18:51:06,CNR1560266222,Cancelled by Customer,CUS83206,Cab Premium,VKI Area,Bani Park,,,1,0,0,,837,,,,UPI
2026-01-18,14:03:52,CNR2906694423,Cancelled by Customer,CUS24672,Cab XL,Kalwar Road,Tilak Nagar,,,1,0,0,,381,,,,Wallet
2026-01-29,17:29:41,CNR2969568418,Success,CUS77058,Cab Priority,Kalwar Road,Shastri Nagar,5.55,4.49,0,0,0,,720,4.88,3.63,4.79,Cash
2026-01-26,21:35:05,CNR8219975752,Success,CUS30126,Bike,Transport Nagar,Jagatpura,6.32,7.22,0,0,0,,947,11.47,4.52,4.7,Net Banking
2026-01-05,11:01:26,CNR1117112063,Cancelled by Driver,CUS81280,Bike,Raja Park,Mansarovar,,,0,1,0,,114,,,,Cash
2026-01-14,04:30:05,CNR9337265294,Incomplete,CUS20759,Cab Premium,Bani Park,Jawahar Nagar,,,0,0,1,Customer Demand,409,,,,Credit Card
2026-01-14,15:08:50,CNR1228680331,Success,CUS18486,Cab Premium,Ajmer Road,Transport Nagar,11.06,9.31,0,0,0,,749,15.55,4.65,4.87,Net Banking
2026-01-18,20:28:34,CNR9197611180,Success,CUS89350,Cab Economy,Raja Park,Lal Kothi,11.72,13.44,0,0,0,,357,6.18,4.82,3.57,Wallet
2026-01-23,23:48:15,CNR1533567586,Cancelled by Driver,CUS50150,Bike,Patrakar Colony,C-Scheme,,,0,1,0,,1342,,,,Net Banking
2026-01-25,01:49:59,CNR5822420170,Incomplete,CUS32443,Cab Economy,Khatipura,Jawahar Nagar,,,0,0,1,Other Issue,258,,,,Debit Card
2026-01-25,16:59:57,CNR1336220687,Success,CUS41035,Cab Priority,JLN Marg,Triveni Nagar,4.3,12.88,0,0,0,,293,14.21,3.6,4.03,Credit Card
2026-01-14,07:36:31,CNR4653883181,Success,CUS23210,Cab Premium,Sawai Ram Singh Road,Sawai Ram Singh Road,3.99,9.59,0,0,0,,193,15.06,3.94,4.81,Credit Card
2026-01-20,06:09:49,CNR3789956227,Cancelled by Driver,CUS70860,Cab Priority,Khatipura,Vidhyadhar Nagar,,,0,1,0,,638,,,,UPI
2026-01-25,22:26:17,CNR9094330655,Cancelled by Driver,CUS30806,Auto,Jagatpura,Barkat Nagar,,,0,1,0,,477,,,,UPI
2026-01-13,23:29:01,CNR4125800244,Success,CUS72058,Cab Premium,Sindhi Camp,Shastri Nagar,11.21,8.28,0,0,0,,352,3.45,3.55,4.49,Credit Card
2026-01-17,15:13:03,CNR5930676989,Success,CUS72331,Cab Economy,Kalwar Road,Vaishali Nagar,3.06,14.61,0,0,0,,325,13.76,3.71,3.65,UPI
2026-01-14,14:16:09,CNR7231469498,Success,CUS98866,Auto,Subhash Chowk,Kukas,11.07,7.87,0,0,0,,294,12.27,3.59,4.24,UPI
2026-01-05,01:05:27,CNR9988593058,Cancelled by Driver,CUS46340,Cab Economy,Govindpuri,Jagatpura,,,0,1,0,,398,,,,Credit Card
2026-01-11,17:14:25,CNR5183028715,Success,CUS10827,Cab Premium,Govindpuri,Jhotwara,3.0,14.14,0,0,0,,823,11.94,4.25,3.89,Net Banking
2026-01-18,23:11:46,CNR8153495566,Cancelled by Driver,CUS29811,Cab Economy,Raja Park,Brahmpuri,,,0,1,0,,176,,,,Net Banking
2026-01-21,09:40:11,CNR3157715346,Success,CUS60239,Auto,Transport Nagar,MI Road,5.17,5.02,0,0,0,,858,13.66,4.07,3.66,Wallet
2026-01-22,20:33:19,CNR2932837879,Success,CUS97557,Cab Premium,Mahesh Nagar,Amer,7.57,8.49,0,0,0,,549,12.43,3.57,4.35,Credit Card
2026-01-14,05:13:24,CNR2019488647,Success,CUS70539,Cab Premium,Durgapura,Shastri Nagar,10.46,6.76,0,0,0,,821,6.1,4.05,3.64,Wallet
2026-01-27,13:02:34,CNR7102755696,Cancelled by Driver,CUS66442,Cab XL,Civil Lines,Jawahar Nagar,,,0,1,0,,606,,,,UPI
2026-01-13,10:35:42,CNR8443381310,Success,CUS62618,Cab Economy,C-Scheme,Murlipura,2.74,14.23,0,0,0,,489,4.48,3.6,4.13,Net Banking
2026-01-21,05:53:51,CNR3184374428,Cancelled by Customer,CUS62529,Cab Premium,Vidhyadhar Nagar,Mahesh Nagar,,,1,0,0,,412,,,,UPI
2026-01-26,03:19:56,CNR3256551714,Cancelled by Driver,CUS99980,Cab Priority,Mahesh Nagar,Shyam Nagar,,,0,1,0,,633,,,,Debit Card
2026-01-29,09:31:49,CNR1867167462,Cancelled by Driver,CUS62971,Auto,Malviya Nagar,Chandpole,,,0,1,0,,501,,,,Wallet
2026-01-28,18:29:33,CNR9674816919,Success,CUS42252,Bike,Murlipura,Chandpole,4.25,10.32,0,0,0,,213,9.92,4.69,4.49,Debit Card
2026-01-02,01:04:10,CNR3766650324,Success,CUS23876,Auto,Transport Nagar,Ghat Gate,11.7,5.19,0,0,0,,143,3.02,3.7,4.36,Cash
2026-01-05,06:43:44,CNR5156416555,Success,CUS84863,Cab Premium,Tonk Road,VKI Area,11.01,14.72,0,0,0,,470,4.52,4.94,4.05,Credit Card
2026-01-25,04:59:02,CNR1735862847,Success,CUS65356,Cab Economy,Brahmpuri,Murlipura,4.29,13.97,0,0,0,,321,14.02,4.59,3.6,Debit Card
2026-01-11,16:09:23,CNR8775987742,Cancelled by Driver,CUS74213,Auto,Vaishali Nagar,C-Scheme,,,0,1,0,,316,,,,Debit Card
2026-01-21,01:09:42,CNR2578987873,Success,CUS85067,Cab Priority,Chandpole,Pratap Nagar,9.37,3.74,0,0,0,,717,14.73,4.05,4.63,Cash
2026-01-21,11:27:46,CNR8631038652,Success,CUS61691,Cab Economy,Jagatpura,Mansarovar,7.36,11.12,0,0,0,,385,6.0,4.07,4.43,Wallet
2026-01-13,05:21:32,CNR4178568018,Cancelled by Driver,CUS24739,Cab Economy,Ajmer Road,Hasanpura,,,0,1,0,,91,,,,UPI
2026-01-17,20:40:20,CNR6742153458,Incomplete,CUS10458,Cab Economy,Patrakar Colony,Sawai Ram Singh Road,,,0,0,1,Vehicle Breakdown,247,,,,Cash
2026-01-26,07:02:12,CNR6759873136,Success,CUS48323,Cab Premium,Subhash Chowk,Kukas,4.79,8.34,0,0,0,,295,5.07,3.71,4.88,UPI
2026-01-24,12:23:55,CNR4452688947,Cancelled by Driver,CUS18755,Cab Premium,Bapu Nagar,Khatipura,,,0,1,0,,801,,,,Net Banking
2026-01-12,03:48:07,CNR5487676974,Cancelled by Driver,CUS95088,Cab Premium,JLN Marg,Gopalpura,,,0,1,0,,850,,,,Net Banking
2026-01-08,23:50:27,CNR4529845084,Cancelled by Driver,CUS47971,Cab XL,Amer,Chitrakoot,,,0,1,0,,377,,,,Net Banking
2026-01-07,19:25:39,CNR6432308740,Cancelled by Driver,CUS97934,Cab Premium,Sodala,Mansarovar,,,0,1,0,,117,,,,Debit Card
2026-01-27,02:27:56,CNR5897679655,Cancelled by Customer,CUS37495,Cab XL,Mansarovar,Jagatpura,,,1,0,0,,461,,,,Cash
2026-01-30,08:13:21,CNR4040793139,Incomplete,CUS65170,Bike,Raja Park,VKI Area,,,0,0,1,Customer Demand,149,,,,Cash
2026-01-18,22:31:08,CNR1476965480,Cancelled by Driver,CUS19583,Auto,C-Scheme,Chitrakoot,,,0,1,0,,184,,,,Credit Card
2026-01-10,08:16:34,CNR9311460084,Cancelled by Driver,CUS45455,Cab Economy,Ghat Gate,Malviya Nagar,,,0,1,0,,474,,,,UPI
2026-01-15,02:22:40,CNR2037128887,Success,CUS18514,Cab Economy,Jhotwara,VKI Area,9.71,10.14,0,0,0,,509,13.39,3.5,4.94,UPI
2026-01-11,01:04:12,CNR9768727290,Cancelled by Driver,CUS81187,Cab XL,MI Road,Adarsh Nagar,,,0,1,0,,491,,,,Net Banking
2026-01-18,20:08:40,CNR1315962802,Success,CUS51633,Cab XL,Tilak Nagar,Transport Nagar,5.12,5.29,0,0,0,,253,10.03,4.06,4.78,Debit Card
2026-01-13,20:49:16,CNR7062038354,Cancelled by Driver,CUS40485,Bike,Ghat Gate,Raja Park,,,0,1,0,,360,,,,Wallet
2026-01-01,23:30:09,CNR2090519578,Success,CUS20820,Auto,Adarsh Nagar,Durgapura,8.46,12.56,0,0,0,,136,8.46,4.63,4.77,UPI
2026-01-03,18:27:30,CNR1819947121,Cancelled by Customer,CUS57681,Cab XL,Barkat Nagar,Ghat Gate,,,1,0,0,,551,,,,Wallet
2026-01-17,10:36:41,CNR3011821177,Success,CUS12341,Cab Priority,Shastri Nagar,Mansarovar,11.3,6.59,0,0,0,,422,17.92,3.56,4.9,Cash
2026-01-26,19:55:10,CNR3734585132,Success,CUS64909,Cab Premium,Shastri Nagar,Gopalpura,10.01,6.37,0,0,0,,909,6.64,3.76,4.7,Debit Card
2026-01-22,05:39:45,CNR2139268757,Cancelled by Driver,CUS30944,Auto,Chitrakoot,Mahesh Nagar,,,0,1,0,,205,,,,Cash
2026-01-09,12:39:11,CNR4108104045,Success,CUS93794,Cab Priority,Brahmpuri,Khatipura,10.14,12.73,0,0,0,,101,11.55,3.53,4.22,Debit Card
2026-01-25,06:43:18,CNR5451297140,Success,CUS92063,Bike,Narayan Singh Circle,Tonk Road,6.93,8.61,0,0,0,,392,17.88,4.02,4.7,Wallet
2026-01-10,17:42:43,CNR3439048619,Cancelled by Customer,CUS56775,Cab XL,Bapu Nagar,Ajmer Road,,,1,0,0,,265,,,,Debit Card
2026-01-10,19:18:01,CNR9433693603,Success,CUS15291,Cab Priority,Tilak Nagar,Khatipura,11.96,4.19,0,0,0,,456,10.64,4.1,4.93,Net Banking
2026-01-04,05:58:57,CNR7001798837,Cancelled by Customer,CUS31218,Cab Economy,Subhash Chowk,Durgapura,,,1,0,0,,419,,,,Credit Card
2026-01-24,13:29:03,CNR4383432638,Success,CUS82956,Cab Premium,VKI Area,MI Road,6.97,6.99,0,0,0,,877,12.1,3.81,3.95,Cash
2026-01-25,18:23:08,CNR5534508265,Success,CUS42536,Cab XL,Ramganj,Jhotwara,9.83,12.38,0,0,0,,129,15.79,3.89,3.92,Cash
2026-01-08,21:38:45,CNR6847417047,Cancelled by Driver,CUS99109,Cab XL,Sitapura,VKI Area,,,0,1,0,,427,,,,Net Banking
2026-01-15,03:05:30,CNR1791025309,Incomplete,CUS85477,Cab Priority,Subhash Chowk,Ramganj,,,0,0,1,Customer Demand,855,,,,Wallet
2026-01-28,05:23:56,CNR8748312908,Success,CUS50434,Cab Premium,Hasanpura,Chandpole,7.32,12.05,0,0,0,,582,16.39,4.52,4.91,Net Banking
2026-01-27,19:26:41,CNR1549218863,Success,CUS49506,Bike,Ghat Gate,Kukas,8.03,6.91,0,0,0,,285,10.12,4.7,4.64,Net Banking
2026-01-22,00:00:34,CNR2190009765,Success,CUS55634,Auto,Transport Nagar,Bani Park,8.37,8.8,0,0,0,,618,2.0,4.26,4.01,Debit Card
2026-01-25,22:40:22,CNR1085905396,Success,CUS16807,Cab Economy,Ghat Gate,Mahesh Nagar,8.95,12.45,0,0,0,,426,8.67,3.94,3.62,UPI
2026-01-03,23:15:20,CNR8656802026,Success,CUS49535,Cab Premium,Chandpole,Narayan Singh Circle,8.07,4.28,0,0,0,,639,4.27,3.74,4.43,UPI
2026-01-16,13:16:08,CNR2685553309,Success,CUS11913,Bike,Civil Lines,Lal Kothi,11.43,12.87,0,0,0,,456,9.85,3.61,3.51,Wallet
2026-01-16,03:09:19,CNR4520034080,Success,CUS87372,Bike,Transport Nagar,Raja Park,9.79,12.46,0,0,0,,326,9.39,3.83,4.14,Debit Card
2026-01-27,00:08:47,CNR4109880086,Cancelled by Driver,CUS99737,Auto,Raja Park,Transport Nagar,,,0,1,0,,351,,,,Debit Card
2026-01-22,19:20:34,CNR5152764967,Success,CUS16808,Cab XL,Sawai Ram Singh Road,Nirman Nagar,7.36,4.7,0,0,0,,413,3.5,3.88,3.99,Net Banking
2026-01-27,17:01:11,CNR6290211735,Success,CUS38699,Bike,Jhotwara,Tilak Nagar,7.35,3.63,0,0,0,,327,15.1,5.0,4.41,Cash
2026-01-09,03:17:14,CNR2903304782,Success,CUS30256,Cab Economy,Ramganj,Civil Lines,10.08,11.02,0,0,0,,972,7.29,4.75,4.96,Debit Card
2026-01-09,03:29:06,CNR7987775263,Incomplete,CUS61903,Cab XL,Bapu Nagar,Triveni Nagar,,,0,0,1,Vehicle Breakdown,311,,,,Wallet
2026-01-05,00:58:26,CNR4408099242,Success,CUS76544,Cab Economy,Khatipura,MI Road,5.34,12.76,0,0,0,,457,6.85,4.58,4.34,Debit Card
2026-01-08,07:12:33,CNR4983619176,Success,CUS84205,Bike,Sodala,JLN Marg,4.51,14.48,0,0,0,,360,3.0,4.16,3.78,UPI
2026-01-27,01:37:36,CNR5299994348,Incomplete,CUS92001,Cab Premium,Nirman Nagar,Sanganer,,,0,0,1,Customer Demand,405,,,,Credit Card
2026-01-09,14:49:14,CNR6599590651,Cancelled by Driver,CUS68313,Auto,Malviya Nagar,Shyam Nagar,,,0,1,0,,114,,,,Net Banking
2026-01-29,08:30:21,CNR8458808684,Incomplete,CUS35879,Cab Economy,Shastri Nagar,JLN Marg,,,0,0,1,Other Issue,490,,,,Net Banking
2026-01-22,17:15:05,CNR7538087513,Success,CUS23508,Cab XL,Mansarovar,Brahmpuri,6.91,14.26,0,0,0,,112,2.7,4.62,4.02,Cash
2026-01-14,23:34:41,CNR4516911943,Success,CUS18153,Cab Priority,Mahesh Nagar,Sodala,4.69,3.82,0,0,0,,109,3.45,4.16,4.91,Cash
2026-01-20,18:43:47,CNR5104648743,Cancelled by Customer,CUS78650,Cab Premium,Raja Park,JLN Marg,,,1,0,0,,867,,,,UPI
2026-01-28,10:40:01,CNR6149329448,Incomplete,CUS79395,Cab Priority,Raja Park,Triveni Nagar,,,0,0,1,Vehicle Breakdown,495,,,,Credit Card
2026-01-13,22:25:27,CNR4327897025,Success,CUS38555,Bike,Chandpole,Murlipura,7.48,12.28,0,0,0,,777,9.35,4.64,4.62,Cash
2026-01-24,18:42:30,CNR9700152465,Cancelled by Customer,CUS43168,Auto,Sanganer,Jagatpura,,,1,0,0,,841,,,,Net Banking
2026-01-01,10:06:45,CNR2323316062,Success,CUS34335,Auto,Barkat Nagar,Chitrakoot,10.58,9.9,0,0,0,,925,15.07,4.8,4.18,Net Banking
2026-01-03,09:54:52,CNR4050113490,Incomplete,CUS36601,Cab Economy,Bapu Nagar,Amer,,,0,0,1,Vehicle Breakdown,635,,,,Wallet
2026-01-01,01:57:11,CNR9890629981,Cancelled by Driver,CUS26200,Bike,Malviya Nagar,Ajmer Road,,,0,1,0,,180,,,,Debit Card
2026-01-31,16:02:59,CNR4599823202,Cancelled by Customer,CUS13337,Cab Economy,Vidhyadhar Nagar,Ajmer Road,,,1,0,0,,347,,,,Debit Card
2026-01-20,00:17:01,CNR5725092768,Success,CUS45441,Bike,Lal Kothi,Lal Kothi,7.16,9.76,0,0,0,,603,16.43,4.05,3.68,Credit Card
2026-01-01,05:01:08,CNR2240153512,Success,CUS48787,Bike,MI Road,Kukas,11.2,14.47,0,0,0,,476,7.95,4.29,3.78,Wallet
2026-01-31,05:47:27,CNR5814816219,Success,CUS67580,Bike,Malviya Nagar,Amer,9.99,5.34,0,0,0,,177,10.18,4.09,3.76,Wallet
